# Program:featureCounts v2.0.8; Command:"featureCounts" "-T" "4" "-t" "exon" "-g" "gene_id" "-a" "/mnt/d/RNAseq/reference/BDGP5.25.62/Drosophila_melanogaster.BDGP5.25.62.gtf" "-o" "/mnt/d/RNAseq/counts/all_samples_gene_counts.txt" "/mnt/d/RNAseq/alignment/SRR031708.sorted.bam" "/mnt/d/RNAseq/alignment/SRR031712.sorted.bam" "/mnt/d/RNAseq/alignment/SRR031713.sorted.bam" "/mnt/d/RNAseq/alignment/SRR031720.sorted.bam" "/mnt/d/RNAseq/alignment/SRR031721.sorted.bam" "/mnt/d/RNAseq/alignment/SRR031722.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/mnt/d/RNAseq/alignment/SRR031708.sorted.bam	/mnt/d/RNAseq/alignment/SRR031712.sorted.bam	/mnt/d/RNAseq/alignment/SRR031713.sorted.bam	/mnt/d/RNAseq/alignment/SRR031720.sorted.bam	/mnt/d/RNAseq/alignment/SRR031721.sorted.bam	/mnt/d/RNAseq/alignment/SRR031722.sorted.bam
FBgn0052856	3R;3R;3R;3R	11790400;11790457;11790796;11790796	11790741;11790741;11791073;11791073	-;-;-;-	620	26	27	29	43	41	31
FBgn0038390	3R	11791173	11793860	+	2688	45	38	44	45	58	60
FBgn0002783	3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R	11793856;11793856;11794297;11794297;11795604;11795604;11795877;11795877;11796715;11796715;11797096;11797096;11798201;11798201;11798418;11798418	11794232;11794232;11795316;11795124;11795814;11795814;11796651;11796651;11797045;11797045;11798020;11798020;11798326;11798326;11798636;11798636	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3984	1081	1153	1025	874	1180	1043
FBgn0022787	3R;3R;3R;3R;3R;3R;3R	11799020;11802899;11803031;11804009;11806191;11808302;11808604	11799546;11802965;11803944;11806128;11808232;11808542;11809173	+;+;+;+;+;+;+	6481	1156	1321	1130	1268	1603	1489
FBgn0003507	3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R	11811923;11818842;11819864;11819864;11825048;11825048;11825048;11825568;11825568;11825568;11826335;11826911;11826911;11827474;11827474;11827474;11827892;11827892;11827892;11828129;11828129;11828129	11812509;11819172;11821446;11821446;11825495;11825495;11825495;11825781;11825781;11825781;11826507;11827128;11827128;11827638;11827638;11827638;11828045;11828045;11828045;11829807;11829807;11829807	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	5552	1015	1098	886	608	815	803
FBgn0038391	3R;3R;3R;3R;3R;3R	11837993;11841950;11842431;11843433;11843987;11844379	11838505;11842287;11843364;11843928;11844317;11844855	+;+;+;+;+;+	3089	102	119	93	64	97	96
FBgn0038392	3R;3R	11849343;11849776	11849447;11850009	+;+	339	1	0	2	0	1	0
FBgn0003117	3R;3R;3R;3R;3R;3R;3R;3R	11851819;11860112;11864309;11864309;11864992;11864992;11865337;11865337	11852560;11860828;11864929;11864929;11865268;11865268;11866638;11866639	+;+;+;+;+;+;+;+	3660	1192	1334	1142	924	1213	1094
FBgn0038394	3R;3R;3R	11869245;11869685;11870001	11869471;11869925;11870554	+;+;+	1022	1	3	1	3	1	5
FBgn0038395	3R;3R;3R;3R	11870469;11870943;11871077;11871529	11870882;11870997;11871396;11871693	-;-;-;-	954	27	34	24	21	41	27
FBgn0024222	3R;3R;3R;3R;3R	11872069;11872391;11872855;11873080;11874943	11872335;11872786;11873024;11874533;11875144	-;-;-;-;-	2489	215	238	211	209	253	236
FBgn0038396	3R;3R	11875393;11875690	11875638;11876415	+;+	972	73	85	61	78	84	77
FBgn0027948	3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R	11876545;11876545;11877797;11877797;11878611;11878611;11878746;11878746;11879125;11879125;11881718;11881718;11882014;11882014;11883274;11883274;11883751;11883751;11884013;11884013;11884326;11884326;11884724;11884724;11884965;11884965;11885183;11885207;11885461;11885461	11876898;11876898;11878555;11878555;11878681;11878681;11879065;11879065;11881658;11881658;11881955;11881955;11882513;11882513;11883687;11883687;11883940;11883940;11884266;11884266;11884656;11884656;11884897;11884897;11885097;11885097;11885406;11885406;11886397;11886397	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	7433	2194	2508	2206	2572	3321	3004
FBgn0038397	3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R	11886409;11887368;11888567;11888729;11889104;11889550;11891097;11891398;11891934;11892216;11892635;11893132	11887295;11888492;11888670;11889042;11889496;11890398;11891297;11891839;11892159;11892360;11893044;11893234	-;-;-;-;-;-;-;-;-;-;-;-	5199	9	11	9	15	14	14
FBgn0026059	3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R	11894245;11894245;11894245;11895390;11895390;11895390;11895585;11895585;11895585;11895820;11895820;11895820;11895820;11895820;11895820;11896266;11896266;11896266;11896266;11896266;11896266;11898411;11898411;11898411;11898411;11898411;11898411;11898756;11898756;11898756;11898756;11898756;11898756;11900140;11902836;11902836;11902836;11902836;11902836;11903125;11903125;11903125;11903125;11903125;11908586;11913487;11913487;11913487;11913487;11913743;11913743;11913743;11913743;11914407;11914407;11914407;11914407;11915376;11915376;11915376;11915376;11916140;11916140;11916140;11916140;11916390;11916390;11916390;11916390;11918567;11921527;11921527;11921527;11921977;11921977;11921977;11922858;11922858;11922858	11895068;11894336;11894336;11895758;11895758;11895758;11895758;11895758;11895758;11896203;11896203;11896203;11896203;11896203;11896203;11897224;11897224;11897224;11897224;11897224;11897224;11898689;11898689;11898689;11898689;11898689;11898689;11899124;11899124;11899124;11899124;11899124;11899124;11901886;11903063;11903063;11903063;11903063;11903063;11903259;11903259;11903259;11903259;11903259;11908792;11913681;11913681;11913681;11913681;11914346;11914346;11914346;11914346;11915317;11915317;11915317;11915317;11915542;11915542;11915542;11915542;11916326;11916326;11916326;11916326;11916812;11916812;11916812;11916812;11919271;11921670;11921670;11921670;11922795;11922795;11922795;11923310;11923310;11923310	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	10109	290	295	277	286	351	302
FBgn0052855	3R	11904702	11906720	-	2019	0	1	1	1	0	0
FBgn0038398	3R;3R;3R	11911227;11911600;11911910	11911530;11911843;11912951	+;+;+	1590	0	0	0	0	2	0
FBgn0010379	3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R	11924938;11924938;11924938;11926622;11926622;11926622;11927517;11927517;11927517;11927780;11927780;11927780;11928233;11928233;11928233;11928535;11928535;11928535;11928753;11928753;11928753	11925382;11925317;11925317;11927448;11927448;11927448;11927714;11927714;11927714;11928169;11928169;11928169;11928466;11928466;11928466;11928681;11928681;11928681;11930239;11930239;11930239	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3728	633	708	667	511	652	584
FBgn0003319	3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R	11954451;11957949;11965547;11966305;11967101;11967387;11968408;11969352;11969617;11970145;11970350	11954602;11958666;11965609;11966904;11967294;11967712;11968837;11969541;11969914;11970294;11971006	+;+;+;+;+;+;+;+;+;+;+	3778	3	4	1	6	9	5
FBgn0038400	3R;3R	11971397;11972145	11972081;11972577	-;-	1118	541	549	448	430	531	597
FBgn0038401	3R;3R;3R;3R	11972741;11973166;11973465;11974157	11973085;11973392;11974096;11975115	+;+;+;+	2163	91	99	103	59	103	106
FBgn0038402	3R;3R;3R;3R;3R	11975291;11975693;11976029;11976336;11976896	11975637;11975904;11976272;11976529;11977064	-;-;-;-;-	1166	2	3	1	1	2	3
FBgn0063649	3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R	11981040;11983883;11984580;11992258;11992258;11992741;11992741;11993663;11993663;11994138;11994138;11995417;11995417;11995811;11995811	11981341;11984028;11984926;11992676;11992676;11992987;11992987;11993930;11993930;11994429;11994429;11995758;11995743;11996532;11997492	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4045	206	239	214	104	95	104
FBgn0038404	3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R	11997731;11997731;12000030;12003265;12003265;12004119;12004119;12005064;12005064;12005675;12005675;12005886;12005886	11998241;11998241;12000221;12003664;12003664;12004386;12004386;12005614;12005614;12005820;12005820;12006200;12006200	+;+;+;+;+;+;+;+;+;+;+;+;+	2383	2	1	1	3	1	2
FBgn0038405	3R;3R;3R;3R;3R;3R	12006742;12006744;12010680;12010680;12011064;12011611	12006917;12006917;12011012;12011958;12011548;12011958	+;+;+;+;+;+	1455	0	1	2	1	3	0
FBgn0024491	3R;3R	12011880;12012434	12012360;12012615	-;-	663	129	146	119	193	215	209
FBgn0086370	3R;3R	12012656;12021753	12013021;12023315	+;+	1929	374	386	311	299	377	353
FBgn0038407	3R;3R;3R	12023724;12024982;12028513	12024919;12025616;12028802	-;-;-	2121	137	125	143	148	208	200
FBgn0051287	3R;3R;3R	12029093;12029370;12029730	12029315;12029672;12029980	+;+;+	777	0	0	0	0	2	2
FBgn0010438	3R;3R;3R;3R;3R;3R;3R;3R	12029912;12029912;12030616;12030616;12030783;12030783;12030938;12030938	12030258;12030258;12030724;12030724;12030870;12030870;12030973;12030962	-;-;-;-;-;-;-;-	580	234	294	234	166	228	194
FBgn0040071	3R;3R;3R;3R	12051371;12068541;12082500;12082500	12052161;12069051;12086024;12085988	+;+;+;+	4827	260	318	299	174	264	242
FBgn0040237	3R;3R;3R;3R;3R	12087072;12087713;12087984;12088869;12089452	12087648;12087911;12088808;12089343;12089810	-;-;-;-;-	2435	497	579	506	412	532	491
FBgn0020407	3R;3R;3R	12089890;12091710;12092076	12091645;12092015;12092632	+;+;+	2619	85	116	96	77	92	84
FBgn0020399	3R;3R;3R	12092734;12092945;12093235	12092884;12093159;12094155	+;+;+	1287	2	0	0	2	0	0
FBgn0261286	3R;3R;3R;3R;3R;3R	12094051;12094659;12095122;12096419;12096583;12098018	12094592;12095062;12096362;12096529;12097961;12098145	-;-;-;-;-;-	3805	248	337	293	241	307	299
FBgn0250823	3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R	12098176;12098729;12098729;12098729;12098759;12098763;12099874;12099874;12099874;12099874;12099874;12100307;12100676;12100676;12106630;12106630;12107803;12107803;12115016;12115353;12115353;12115353;12115353;12115353;12115353;12115353;12115353;12115353;12118446;12118446;12118446;12118446;12118446;12118446;12118446;12118446;12118446;12119709;12119709;12119709;12119709;12119709;12119709;12119709;12121391;12121391;12122384;12122384;12122384;12122384;12122384;12122384;12122384;12122384;12122384;12122558;12122558;12122558;12122558;12122558;12122558;12122558;12122558;12122558;12122897;12122897;12122897;12122897;12122897;12122897;12122897;12122897;12122897;12123179;12124192;12124192;12124192;12124192;12124192;12124192;12124192;12124192;12125313;12125313;12125313;12125313;12125313;12125313;12125313;12125313;12126967;12126967;12126967;12126967;12126967;12126967;12126967;12126967;12127527;12127545;12127545;12127545;12127545;12127545;12127545;12127545	12098221;12099052;12099052;12099052;12098834;12099052;12100891;12100603;12100891;12100891;12100891;12100603;12100891;12100891;12106746;12106746;12108130;12108130;12115095;12115561;12115561;12115561;12115561;12115561;12115561;12115561;12115561;12115561;12118556;12118556;12118556;12118556;12118556;12118556;12118556;12118556;12118556;12119875;12119875;12119875;12119875;12119875;12119875;12119875;12121542;12121542;12122498;12122498;12122498;12122498;12122498;12122498;12122498;12122498;12122498;12122826;12122826;12122826;12122826;12122826;12122826;12122826;12122826;12122826;12123067;12123067;12123067;12123067;12123067;12123067;12123067;12123067;12123067;12123682;12124272;12124272;12124272;12124272;12124272;12124272;12124272;12124272;12125411;12125411;12125411;12125411;12125411;12125411;12125411;12125411;12127073;12127073;12127073;12127073;12127073;12127073;12127073;12127073;12128094;12128094;12128094;12128094;12128094;12128094;12128094;12128094	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4466	775	941	841	842	959	912
FBgn0038412	3R;3R	12131485;12134053	12133120;12134424	+;+	2008	0	0	1	1	0	1
FBgn0040271	3R;3R;3R;3R;3R;3R;3R;3R	12136256;12137083;12137249;12137523;12137895;12138828;12139546;12140087	12137014;12137185;12137446;12137833;12138757;12139491;12139872;12140853	-;-;-;-;-;-;-;-	3992	197	234	187	356	485	449
FBgn0011858	3R	12147125	12147197	+	73	0	0	0	0	0	1
FBgn0012011	3R	12147412	12147484	+	73	0	0	0	1	1	1
FBgn0038414	3R;3R;3R	12149185;12149402;12149648	12149341;12149574;12150775	+;+;+	1458	13	17	11	25	24	23
FBgn0038415	3R;3R;3R;3R	12151295;12151526;12151749;12152029	12151466;12151698;12151967;12153053	+;+;+;+	1589	11	12	9	18	17	20
FBgn0038416	3R;3R;3R	12153572;12153927;12154161	12153866;12154099;12155345	+;+;+	1653	12	5	10	19	17	26
FBgn0040284	3R;3R;3R;3R	12165849;12166544;12166951;12167450	12166484;12166668;12167320;12167706	-;-;-;-	1388	418	464	438	451	625	523
FBgn0038418	3R;3R;3R;3R;3R	12168040;12168328;12168766;12170648;12170911	12168268;12168710;12170586;12170849;12171551	+;+;+;+;+	3276	61	68	56	54	68	67
FBgn0038419	3R;3R;3R;3R;3R	12171855;12171855;12173096;12174503;12174503	12173002;12173250;12173250;12174946;12174946	-;-;-;-;-	1840	2	2	2	3	3	2
FBgn0027095	3R;3R;3R;3R	12175088;12175397;12175608;12176139	12175320;12175521;12175749;12176523	+;+;+;+	885	466	547	477	562	756	733
FBgn0038420	3R;3R;3R;3R	12176627;12177600;12177811;12182522	12176952;12177753;12178081;12182733	-;-;-;-	963	5	2	5	4	3	4
FBgn0259917	3R;3R;3R;3R;3R	12183866;12184405;12185216;12185420;12185615	12184333;12184510;12185365;12185555;12185830	-;-;-;-;-	1076	0	0	0	0	0	0
FBgn0038421	3R;3R;3R	12183866;12184405;12184857	12184333;12184510;12185038	-;-;-	756	20	17	19	21	28	27
FBgn0038422	3R;3R;3R;3R;3R;3R;3R;3R;3R;3R	12186051;12186051;12187724;12187724;12187903;12187903;12191239;12191239;12193582;12193582	12187657;12187657;12187845;12187845;12188167;12188167;12191388;12191396;12194026;12194026	-;-;-;-;-;-;-;-;-;-	2597	0	0	1	1	0	0
FBgn0038423	3R;3R;3R;3R;3R;3R;3R	12195093;12195093;12195167;12195539;12195539;12195725;12195725	12195105;12195398;12195398;12195666;12195666;12196255;12196255	-;-;-;-;-;-;-	965	0	0	0	0	0	0
FBgn0003513	3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R	12200148;12200156;12201990;12202907;12202916;12203803;12203803;12205431;12205431;12209705;12209705;12216436;12216436;12227562;12227562;12229118;12229118	12201797;12202805;12202805;12203736;12203736;12204307;12204307;12205520;12205520;12209829;12209829;12216626;12216626;12228066;12228066;12229405;12229405	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	5192	0	0	0	0	0	0
FBgn0051497	3R	12250709	12250782	-	74	0	0	0	0	0	0
FBgn0051279	3R;3R;3R;3R;3R;3R;3R;3R;3R;3R	12256527;12256527;12256720;12256720;12257004;12257004;12257837;12257840;12258321;12258345	12256663;12256663;12256913;12256913;12257429;12257429;12258262;12258292;12258619;12258619	+;+;+;+;+;+;+;+;+;+	1512	0	2	0	0	0	3
FBgn0051282	3R	12257662	12257735	+	74	0	0	0	0	0	0
FBgn0038424	3R;3R;3R;3R	12258703;12258960;12259279;12260007	12258903;12259216;12259950;12260462	+;+;+;+	1586	147	149	171	105	139	134
FBgn0038425	3R;3R;3R;3R;3R;3R;3R	12260647;12260647;12260856;12260856;12261078;12261078;12261378	12260795;12260795;12261023;12261023;12261788;12261289;12261788	+;+;+;+;+;+;+	1028	34	44	29	36	48	38
FBgn0038426	3R;3R	12261767;12262083	12262020;12262315	-;-	487	44	63	46	45	53	53
FBgn0038427	3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R	12262602;12262602;12263515;12263787;12263787;12264434;12264434;12264963;12264963;12265335;12265335;12266187;12266187;12266330;12266330;12266530;12266530;12266742;12266742;12266935;12266935	12263060;12263060;12263721;12264372;12264372;12264895;12264895;12265079;12265079;12266125;12266125;12266273;12266273;12266472;12266472;12266678;12266678;12266881;12266881;12267382;12267382	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3589	210	219	225	232	309	295
FBgn0038428	3R;3R	12267726;12268125	12268070;12268729	-;-	950	135	133	115	135	176	202
FBgn0038429	3R;3R	12268976;12269150	12269099;12270534	+;+	1509	22	43	29	43	43	33
FBgn0044826	3R;3R;3R;3R;3R	12272450;12272468;12276689;12276689;12278351	12272856;12272856;12277858;12279550;12279550	-;-;-;-;-	3269	681	768	666	561	797	752
FBgn0038431	3R;3R;3R	12280287;12281207;12281321	12280902;12281247;12281522	+;+;+	859	9	11	7	7	12	12
FBgn0038432	3R;3R;3R;3R;3R;3R	12281776;12282122;12282518;12282724;12282989;12283232	12282037;12282441;12282666;12282928;12283164;12283928	+;+;+;+;+;+	1809	60	85	74	99	123	104
FBgn0250754	3R;3R;3R;3R;3R;3R;3R	12283984;12292185;12292615;12292755;12294555;12294672;12294956	12292107;12292559;12292695;12294397;12294598;12294893;12295350	-;-;-;-;-;-;-	10884	1645	2030	1749	1712	2168	1926
FBgn0027053	3R;3R;3R	12295823;12296215;12296851	12296161;12296791;12297128	+;+;+	1194	222	227	179	203	280	254
FBgn0038435	3R;3R;3R;3R	12298435;12298534;12299081;12299081	12298477;12298753;12301199;12301199	+;+;+;+	2382	6	11	7	9	13	15
FBgn0038436	3R;3R	12303093;12304473	12303295;12306794	+;+	2525	115	153	132	194	248	232
FBgn0004087	3R;3R;3R;3R	12306921;12306956;12307113;12307113	12307062;12307062;12307601;12307601	+;+;+;+	631	65	73	52	76	89	67
FBgn0038437	3R;3R;3R	12307583;12307826;12308002	12307769;12307935;12308143	-;-;-	439	23	17	13	22	22	11
FBgn0038438	3R;3R;3R	12308416;12308985;12309590	12308928;12309505;12310125	-;-;-	1570	247	277	247	241	298	249
FBgn0038439	3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R	12310288;12310810;12311110;12311349;12312319;12312669;12313138;12316333;12316573;12317593;12318439;12320926	12310745;12311013;12311265;12311654;12312555;12312737;12316248;12316499;12317533;12318302;12318758;12321141	-;-;-;-;-;-;-;-;-;-;-;-	6915	0	0	0	0	0	0
FBgn0038440	3R;3R	12323539;12323770	12323715;12324681	-;-	1089	0	0	0	0	0	0
FBgn0028381	3R;3R;3R	12324780;12325485;12326395	12325179;12325817;12327394	-;-;-	1733	0	0	1	0	1	1
FBgn0259244	3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R	12328523;12328523;12328523;12328523;12328523;12338686;12338686;12338686;12338686;12338686;12375929;12375929;12375929;12375929;12375929;12376355;12376355;12376355;12376355;12376355;12376583;12376583;12376583;12376583;12376583;12377336;12377336;12377336;12377336;12377336;12377517;12377517;12377517;12377517;12377517;12378083;12378083;12378083;12378083;12378083;12381949;12381949;12381949;12381949;12381949;12390784;12390784;12390784;12391259;12391259;12391259;12391393;12391393;12391393;12391556;12391556;12391556;12391661;12391661;12391661;12391925;12394757;12394757;12394862;12394862;12394862;12394862;12395207;12395207;12395207;12395207;12395966;12395966;12396666;12396666	12328893;12328893;12328893;12328893;12328893;12339898;12339898;12339898;12339898;12339898;12376008;12376008;12376008;12376008;12376008;12376462;12376462;12376462;12376462;12376462;12376651;12376651;12376651;12376651;12376651;12377389;12377389;12377389;12377389;12377389;12377687;12377687;12377687;12377687;12377687;12378188;12378188;12378188;12378188;12378188;12382046;12382046;12382046;12382046;12382046;12391146;12391146;12391146;12391327;12391327;12391327;12391488;12391488;12391488;12391600;12391600;12391600;12391723;12391723;12391723;12392660;12394783;12394783;12394915;12394915;12394915;12394915;12395404;12395404;12395404;12395404;12397082;12397082;12397082;12397082	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	5038	1	0	1	0	1	1
FBgn0038445	3R;3R	12397238;12397576	12398885;12398885	+;+	1648	0	0	1	0	1	0
FBgn0038446	3R;3R	12398949;12399255	12399122;12399440	-;-	360	40	45	27	40	72	49
FBgn0020907	3R;3R;3R;3R;3R	12400259;12402645;12403043;12404712;12409286	12401116;12402764;12403095;12404869;12409382	-;-;-;-;-	1286	0	0	0	0	0	0
FBgn0038447	3R;3R;3R;3R	12420820;12421526;12421774;12422521	12421024;12421712;12422454;12422776	+;+;+;+	1329	0	0	0	0	0	0
FBgn0027562	3R;3R;3R;3R;3R;3R;3R	12422795;12423537;12423720;12424060;12424278;12425373;12430010	12423477;12423655;12424000;12424220;12424790;12425464;12430510	-;-;-;-;-;-;-	2350	0	0	0	0	0	0
FBgn0027109	3R;3R;3R	12435481;12436497;12436830	12435550;12436776;12437049	+;+;+	570	0	0	0	0	0	0
FBgn0038448	3R;3R;3R;3R;3R	12437351;12437847;12438049;12438648;12439031	12437776;12437991;12438585;12438985;12439122	-;-;-;-;-	1538	1	0	0	1	0	0
FBgn0022344	3R;3R	12439134;12439826	12439769;12440109	-;-	920	117	132	114	131	130	141
FBgn0038449	3R;3R;3R;3R	12441033;12441376;12441944;12442715	12441319;12441886;12442655;12442876	+;+;+;+	1672	1	0	0	0	0	0
FBgn0038450	3R;3R;3R;3R;3R	12443672;12443829;12443999;12444565;12445332	12443778;12443941;12444509;12445276;12445600	+;+;+;+;+	1712	0	0	0	0	0	1
FBgn0038451	3R;3R;3R;3R;3R	12446551;12446719;12446891;12447461;12448233	12446659;12446831;12447401;12448172;12448424	+;+;+;+;+	1637	0	0	0	0	0	0
FBgn0038452	3R;3R;3R;3R;3R	12448598;12448877;12449125;12449764;12450118	12448814;12449051;12449633;12450059;12450342	-;-;-;-;-	1422	0	0	0	0	0	2
FBgn0000634	3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R	12450948;12450948;12450948;12450948;12450948;12450948;12451691;12451691;12451691;12451691;12451691;12451691;12455282;12457331;12457331;12457331;12457331;12457331;12457331;12457545;12457545;12457545;12457545;12457545;12457545;12457786;12457786;12457786;12457786;12457786;12457786;12458084;12458084;12458084;12458084;12458084;12458084;12458330;12458330;12458330;12458330;12458330;12458330;12460096;12460096;12460808;12461268;12461268;12461268;12461268;12461268;12461268;12461489;12461489;12461489;12461489;12461489;12461489;12461644;12461644;12461644;12461644;12461644;12461644;12461924;12461924;12461924;12461924;12461924;12461924;12462151;12462151;12462151;12462151;12462151;12462151;12462497;12462708;12462708;12462708;12462708;12462708;12462708;12464345;12464345	12451064;12451064;12451064;12451064;12451064;12451064;12451938;12451938;12451938;12451938;12451938;12451938;12455320;12457463;12457463;12457463;12457463;12457463;12457463;12457711;12457711;12457711;12457711;12457711;12457711;12458016;12458016;12458016;12458016;12458016;12458016;12458252;12458252;12458252;12458252;12458252;12458252;12458490;12458490;12458490;12458490;12458490;12458490;12460104;12460104;12460816;12461422;12461422;12461422;12461422;12461422;12461422;12461579;12461579;12461579;12461579;12461579;12461579;12461864;12461864;12461864;12461864;12461864;12461864;12462086;12462086;12462086;12462086;12462086;12462086;12462298;12462298;12462298;12462298;12462298;12462298;12462532;12463770;12462833;12462833;12463770;12463770;12463770;12465493;12465493	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4309	85	91	78	117	139	121
